atributo	valores	descrição	definição	ndd1	ndd2	ver	pag	tema_id	tema	entidade_id	entidade	classe	dimensao
valortipomargem	2	Argila	Margem constituída por terra dura e tenaz de grão fino, constituída sobretudo por alumino-silicatos.	FALSE	FALSE	v1.0	108	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	3	Cascalho	Margem constituída por pedra miúda misturada geralmente com areia grossa.	FALSE	FALSE	v1.0	108	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	4	Lama	Margem constituída por solo macio e húmido, areia, pó ou qualquer outro material terroso.	FALSE	FALSE	v1.0	108	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	5	Rocha	Margem constituída por rochas de qualquer tamanho.	TRUE	TRUE	v1.0	108	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	6	Areia	Margem constituída por fragmentos pequenos e erodidos de rochas (sobretudo silicatos), mais finas que o cascalho e maiores que o grão de lodo solto.	TRUE	TRUE	v1.0	109	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	7	Seixos	Margem constituída por calhaus pequenos, soltos e arredondados pela ação da água.	FALSE	FALSE	v1.0	109	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	8	Pedra	Margem constituída por partes de rocha ou de uma substância mineral usualmente artificial e com um propósito especial.	TRUE	TRUE	v1.0	109	04	Hidrografia	04.05	Margem	Margem	2D
valortipomargem	995	Não aplicável		TRUE	TRUE	v1.0	109	04	Hidrografia	04.05	Margem	Margem	2D
valortipomoburbsinal	1	Armário de semáforos	Armário existente na via pública, nomeadamente em passeios, utlizado para apoio ao funcionamento de um ou vários semáforos.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	2	Banco de jardim	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas, localizado em jardim ou área de lazer.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	3	Canteiro	Espaços de terreno, de pequena dimensão, normalmente retangulares, em que se plantam flores ou quaisquer plantas ou relvas.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	4	Contentor	Recetáculo de dimensões normalizadas que se destina à recolha de lixo.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	5	Ecoponto	Área onde se encontram localizados um ou vários contentores para recolha de substâncias diversas, como lixo orgânico, vidros, plásticos ou produtos químicos bem identificados.	TRUE	TRUE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	6	Equipamento de exercício físico ao ar livre	Aparelhos de exercício físico ao ar livre instalados em parques e jardins.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	7	Estacionamento para velocípedes	Área própria para estacionar velocípedes.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	8	Marco de correio	Pequena construção, geralmente cilíndrica, ou outro tipo de dispositivo, com uma ranhura, localizada na via pública, que serve de recetáculo público à correspondência postal, antes de esta ser encaminhada para a estação de correios pelos serviços competentes.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	9	Painel publicitário	Estrutura de divulgação publicitária colocada na via pública.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	10	Papeleira	Pequeno dispositivo localizado na via pública, normalmente instalado em suportes tipo poste, e para funcionar como recetáculo de papéis e outro tipo de lixo.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	11	Parque infantil	Área, normalmente ao ar livre, especialmente destinada a crianças.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	12	Parquímetro	Dispositivo localizado na via pública, ou na entrada de parques de estacionamento descobertos, onde o utente deverá efetuar o pagamento da respetiva taxa.	FALSE	FALSE	v1.0	109	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	13	Passadeira de peões	Faixa, geralmente listrada de branco, que atravessa transversalmente uma rua ou outro tipo de arruamento e que se destina ao trânsito de peões.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	14	Placa informativa	Dispositivo de dimensão variável com indicações institucionais, turísticas ou de direção.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	15	Pérgula	Galeria, balcão ou terraço afastado da parede, com pilares que suportam barrotes que podem ser cobertos por trepadeiras, toldos, etc.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	16	Posto de carregamento elétrico	Ponto de carregamento de eletricidade para a mobilidade elétrica.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	17	Quiosque fixo	Pavilhão pequeno, de madeira, ferro, alumínio ou de cimento, situado geralmente nos aglomerados urbanos, ou em zonas de grande afluência de público, destinado à venda de jornais, tabacos, bebidas e outras miudezas.	TRUE	TRUE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	18	Sanitário público	Instalação ou conjunto de instalações públicas próprias para higiene pessoal ou para banho.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	19	Semáforo	Estrutura de suporte de um sinal luminoso, constituído, geralmente, por luzes verde, amarelo e vermelho, que acendem de forma alternada e que se encontra colocado na via pública em cruzamentos ou em determinados pontos das vias rodoviárias ou ferroviárias, para regular o fluxo de tráfego.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	20	Sinal de trânsito	Sinal que, devido à sua localização, forma, cor, tipo ou ainda símbolo e/ou caracteres alfanuméricos, transmite aos condutores uma mensagem visual com um determinado significado.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortipomoburbsinal	21	Sinalização	Sinal que transmite aos condutores uma mensagem visual.	FALSE	FALSE	v1.0	110	09	Mobiliário urbano e sinalização	09.01	Mobiliário urbano e sinalização	MobUrbanoSinal	2D
valortiponascente	1	Água de nascente	Ponto da superfície do solo de onde brota água ou onde nasce um curso de água.	FALSE	FALSE	v1.0	110	04	Hidrografia	04.06	Nascente	Nascente	3D
valortiponascente	2	Água mineral	Ponto da superfície do solo de onde brota água mineral.	FALSE	FALSE	v1.0	110	04	Hidrografia	04.06	Nascente	Nascente	3D
valortiponohidrografico	1	Início	Nó que identifica o início de uma série de linhas de 'Curso de água'. Na representação do 'Curso de água' através das margens considerar apenas o eixo.	TRUE	TRUE	v1.0	110	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponohidrografico	2	Fim	Nó que identifica o final de uma série de linhas de 'Curso de água'. Na representação do 'Curso de água' através das margens considerar apenas o eixo.	TRUE	TRUE	v1.0	110	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponohidrografico	3	Junção	Nó que identifica a intersecção de 3 ou mais linhas de 'Curso de água'. Na representação do 'Curso de água' através das margens considerar apenas o eixo.	TRUE	TRUE	v1.0	111	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponohidrografico	4	Pseudo-nó	Nó que representa um ponto que une 2 linhas 'Curso de água' com características distintas. Aplicável apenas aos eixos.	TRUE	TRUE	v1.0	111	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponohidrografico	5	Variação de fluxo	Nó que representa um local que condiciona o fluxo do 'Curso de água' ('Queda de água', 'Zona húmida').	TRUE	TRUE	v1.0	111	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponohidrografico	6	Regulação de fluxo	Nó que representa um local que regula o fluxo do 'Curso de água' ('Barreira').	TRUE	TRUE	v1.0	111	04	Hidrografia	04.07	Nó hidrográfico	NoHidrografico	3D
valortiponotransferrov	1	Junção	Nó que identifica a interseção ao mesmo nível de 3 ou mais segmentos da via ferroviária.	TRUE	TRUE	v1.0	111	05	Transportes	05.06	Nó de transporte ferroviário	NoTransFerrov	3D
valortiponotransferrov	2	Passagem de nível	Nó que identifica a interseção ao mesmo nível do segmento da via ferroviária com o segmento da via rodoviária.	TRUE	TRUE	v1.0	111	05	Transportes	05.06	Nó de transporte ferroviário	NoTransFerrov	3D
valortiponotransferrov	3	Pseudo-nó	Nó que representa um ponto que une dois segmentos da via ferroviária com características distintas.	TRUE	TRUE	v1.0	111	05	Transportes	05.06	Nó de transporte ferroviário	NoTransFerrov	3D
valortiponotransferrov	4	Fim da via ferroviária	Nó que identifica o fim do segmento da via ferroviária (não existe conetividade com outro segmento).	TRUE	TRUE	v1.0	111	05	Transportes	05.06	Nó de transporte ferroviário	NoTransFerrov	3D
valortiponotransferrov	5	Paragem	Nó que identifica a presença de uma infraestrutura de transporte ferroviário.	TRUE	TRUE	v1.0	111	05	Transportes	05.06	Nó de transporte ferroviário	NoTransFerrov	3D
valortiponotransrodov	1	Junção	Nó que identifica a interseção ao mesmo nível de 3 ou mais segmentos da via rodoviária (incluindo cruzamentos, entroncamentos e rotundas).	TRUE	TRUE	v1.0	111	05	Transportes	05.14	Nó de transporte rodoviário	NoTransRodov	3D
valortiponotransrodov	2	Passagem de nível	Nó que identifica a interseção ao mesmo nível do segmento da via rodoviária com o segmento da via ferroviária.	TRUE	TRUE	v1.0	111	05	Transportes	05.14	Nó de transporte rodoviário	NoTransRodov	3D
valortiponotransrodov	3	Pseudo-nó	Nó que representa um ponto que une dois segmentos da via rodoviária com características distintas.	TRUE	TRUE	v1.0	111	05	Transportes	05.14	Nó de transporte rodoviário	NoTransRodov	3D
valortiponotransrodov	4	Fim da via rodoviária	Nó que identifica o fim do segmento da via rodoviária (não existe conetividade com outro segmento).	TRUE	TRUE	v1.0	111	05	Transportes	05.14	Nó de transporte rodoviário	NoTransRodov	3D
valortiponotransrodov	5	Infraestrutura	Nó que identifica a presença de uma infraestrutura de transporte rodoviário.	TRUE	TRUE	v1.0	111	05	Transportes	05.14	Nó de transporte rodoviário	NoTransRodov	3D
valortipoobraarte	1	Ponte	Construção que liga dois pontos separados por um curso de água.	TRUE	TRUE	v1.0	111	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	2	Viaduto	Construção sobre um vale ou uma estrada para estabelecer a comunicação entre as duas vertentes.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	3	Passagem superior	Construção destinada a dar passagem a uma via rodoviária sobre uma linha férrea ou uma via rodoviária de maior importância.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	4	Passagem inferior	Construção destinada a dar passagem a uma via rodoviária sob um linha férrea ou uma via rodoviária de maior importância, incluindo passagens agrícolas.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	5	Túnel	Passagem abobadada por baixo de monte, rio, canal ou mar.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	6	Passagem hidráulica	Construção destinada à passagem de água sob uma linha férrea ou estrada.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	7	Passagem pedonal	Construção destinada à passagem de peões, incluindo as pontes pedonais.	TRUE	TRUE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipoobraarte	8	Pilar	Construção em altura destinada a apoio a uma estrutura.	FALSE	FALSE	v1.0	112	05	Transportes	05.15	Obra de arte	ObraArte	3D
valortipopontointeresse	1	Alminha	Pequeno monumento na berma dos caminhos ou das estradas assinalando às pessoas que passam as almas do purgatório ou lembrando a memória de pessoas que ali tenham falecido.	TRUE	FALSE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	2	Anta	Monumento sepulcral pré-histórico, delimitado por pedras mais ou menos verticais, esteios, e coberto por uma grande laje horizontal, mesa ou chapéu.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	3	Árvore	Árvore de qualquer tipo quando não localizada em parques, jardins, áreas desportivas ou áreas agrícolas, florestais ou matos.	TRUE	FALSE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	4	Árvore classificada	Árvore de valor patrimonial elevado (classificação atribuída pelo Instituto da Conservação da Natureza e das Florestas).	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	5	Castro	Corresponde a ruínas ou restos arqueológicos de um tipo de povoado da Idade do Cobre e da Idade do Ferro, característico de zonas da Península Ibérica.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	6	Cruzeiro	Cruz de pedra, raramente de madeira, colocada em praças, adros de igrejas, em caminhos e encruzilhadas.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	7	Estátua	Escultura em três dimensões representativa de uma figura humana, animal, mítica ou divina.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	8	Menir	Monumento megalítico que consiste numa pedra mais ou menos cilíndrica fixada verticalmente no solo.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	9	Miradouro	Local elevado onde se pode observar e contemplar um largo horizonte.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	10	Padrão	Monumento de pedra semelhante a um marco que os navegadores portugueses erguiam nas terras por eles descobertas ou monumento monolítico erigido para comemorar um dado acontecimento.	TRUE	TRUE	v1.0	112	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	11	Pelourinho	Coluna de pedra, símbolo do poder judicial de um concelho, erigida em praça ou sítio central e pública, junto do qual se expunham e castigavam os transgressores.	TRUE	TRUE	v1.0	113	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	12	Ruínas com interesse histórico	Resto ou destroço de um ou mais edifícios ou construções de raiz histórica.	TRUE	TRUE	v1.0	113	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortipopontointeresse	13	Outro	Outro não contemplado nas opções anteriores e que tenha relevância para a caracterização do território.	TRUE	TRUE	v1.0	113	06	Construções	06.04	Ponto de interesse	PontoInteresse	2D
valortiposervico	1	Abastecimento de combustível	Combustível disponível (gasolina, gasóleo, etc).	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	2	Carregamento elétrico	Carregamento elétrico disponível.	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	3	Loja de conveniência	Loja de conveniência disponível.	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	4	Restauração	Restauração disponível.	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	5	Estacionamento	Estacionamento para veículos ligeiros disponível.	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	6	Estacionamento para veículos pesados	Estacionamento para veículos pesados disponível.	TRUE	TRUE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	7	Estacionamento para caravanas	Estacionamento para caravanas disponível.	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	8	Apoio automóvel	Apoio automóvel disponível (inclui oficinas, serviços de lavagem, etc.).	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	9	Parque infantil	Parque infantil disponível.	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	10	Instalações sanitárias	Instalações sanitárias disponíveis.	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	11	Duche	Duche disponível.	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposervico	12	Área de piquenique	Área de piquenique disponível.	FALSE	FALSE	v1.0	113	05	Transportes	05.13	Infraestrutura de transporte rodoviário	InfraTransRodov	2D
valortiposinalgeodesico	1	Estação Permanente	Estação Permanente GNSS (Global Navigation Satellite System)	TRUE	TRUE	v1.0	113	06	Construções	06.05	Sinal geodésico	SinalGeodesico	3D
valortiposinalgeodesico	2	Vértice Geodésico	Vértice Geodésico	TRUE	TRUE	v1.0	113	06	Construções	06.05	Sinal geodésico	SinalGeodesico	3D
valortiposinalgeodesico	3	Marca de Nivelamento	Marca de Nivelamento	TRUE	TRUE	v1.0	113	06	Construções	06.05	Sinal geodésico	SinalGeodesico	3D
valortiposinalgeodesico	4	Marégrafo	Marégrafo	TRUE	TRUE	v1.0	113	06	Construções	06.05	Sinal geodésico	SinalGeodesico	3D
valortiposinalgeodesico	5	Estação Gravimétrica	Estação Gravimétrica	TRUE	TRUE	v1.0	113	06	Construções	06.05	Sinal geodésico	SinalGeodesico	3D
valortipotrocorodoviario	1	Plena via	Todas as vias rodoviárias à exceção das rotundas e ramos de ligação.	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipotrocorodoviario	2	Ramo de ligação	Estrada especialmente concebida para entrada e saída de outra estrada, incluindo vias de aceleração e desaceleração.	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipotrocorodoviario	3	Rotunda	Praça comum de confluência de duas ou mais vias públicas, sinalizada como tal, onde o trânsito se reúne e distribui, circulando numa faixa de rodagem de sentido único em torno de uma placa central.	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipotrocorodoviario	4	Via de serviço	Via de acesso destinada a prestar apoio a infraestruturas ou equipamentos, habitualmente de acesso condicionado. Inclui caminho paralelo e via coletora. (De acordo com o estabelecido pela Lei n.º 34/2015, de 27 de abril.)	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipotrocorodoviario	5	Via em escada	Via em degraus dispostos em plano inclinado	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipotrocorodoviario	6	Trilho	Caminho estreito, vereda, carreiro ou atalho.	TRUE	TRUE	v1.0	114	05	Transportes	05.16	Segmento da via rodoviária	SegViaRodov	3D
valortipousoinfratransferrov	1	Passageiros	O uso da ferrovia é exclusivamente para o transporte de passageiros.	FALSE	FALSE	v1.0	114	05	Transportes	05.04	Infraestrutura de transporte ferroviário	InfraTransFerrov	2D
valortipousoinfratransferrov	2	Mercadorias	O uso da ferrovia é exclusivamente para operações de carga de mercadorias.	FALSE	FALSE	v1.0	114	05	Transportes	05.04	Infraestrutura de transporte ferroviário	InfraTransFerrov	2D
valortipousoinfratransferrov	3	Misto	O uso da ferrovia é usado para transportar passageiros e mercadorias.	FALSE	FALSE	v1.0	114	05	Transportes	05.04	Infraestrutura de transporte ferroviário	InfraTransFerrov	2D
valortipoviacabo	1	Cabina	Transporte por cabo cujos veículos são compostos por uma cabina suspensa utilizada para transportar, de um local para outro, grupos de pessoas e/ou mercadorias que se encontram no interior das mesmas.	FALSE	FALSE	v1.0	114	05	Transportes	05.09	Segmento da via por cabo	SegViaCabo	2D
valortipoviacabo	2	Cadeira	Transporte por cabo cujos veículos são compostos por cadeiras suspensas utilizadas para transportar pessoas ou grupos de pessoas de um local para outro através de um cabo de aço ou de uma corda presa com uma alça em dois pontos.	FALSE	FALSE	v1.0	114	05	Transportes	05.09	Segmento da via por cabo	SegViaCabo	2D
valortipoviacabo	3	Teleski	Sistema de transporte por cabo utilizado para transportar esquiadores nas subidas.	FALSE	FALSE	v1.0	114	05	Transportes	05.09	Segmento da via por cabo	SegViaCabo	2D
valortipotrocoviaferroviaria	1	Via única	Via ferroviária cujo perfil transversal apresenta uma só via que pode ser percorrida nos dois sentidos.	TRUE	TRUE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valortipotrocoviaferroviaria	2	Via dupla	Via ferroviária cujo perfil transversal apresenta duas vias em que, normalmente, há um só sentido de circulação para cada via.	TRUE	TRUE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valortipotrocoviaferroviaria	3	Via múltipla	Via ferroviária cujo perfil transversal apresenta mais do que duas vias em que, normalmente, há um só sentido de circulação para cada via.	TRUE	TRUE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valorviaferrea	1	Plena via	Via entre estações que constitui a via férrea principal.	FALSE	FALSE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valorviaferrea	2	Linha de estação	Via de uma estação que constitui a via férrea principal.	FALSE	FALSE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valorviaferrea	3	Linha de estacionamento	Via numa estação ou depósito para estacionamento e, se necessário, para limpeza das composições.	FALSE	FALSE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valorviaferrea	4	Linha de segurança	Via destinada ao resguardo de um comboio, permitindo a sua ultrapassagem, em segurança, por outro considerado prioritário.	FALSE	FALSE	v1.0	115	05	Transportes	05.07	Segmento da via férrea	SegViaFerrea	3D
valorutilizacaoatual	1	Residencial	Edifício utilizado para fins exclusivos ou parcialmente residenciais.	FALSE	TRUE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	1.1	Residencial	Edifício utilizado para fins residenciais	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	1.2	Associado à residência	Edifício ou construção de apoio à residência (inclui garagem, telheiro, arrecadação e escadas).	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	2	Agricultura e pescas	Edifício utilizado para fins de produção animal, caça, floresta ou pesca.	FALSE	TRUE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	2.1	Agricultura	Edifício utilizado para fins agrícolas, de produção animal, caça ou serviços relacionados.	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	2.2	Floresta	Edifício utilizado para atividades de silvicultura e exploração florestal.	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	2.3	Pesca e aquicultura	Edifício utilizado para atividades piscatórias.	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	3	Indústria	Edifício utilizado para fins industriais (inclui a indústria extrativa e transformadora).	TRUE	TRUE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	4	Comércio	Edifício destinado ao comércio por grosso e a retalho; reparação de veículos automóveis, motociclos e de bens de uso pessoal e doméstico.	FALSE	TRUE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	4.1	Comércio tradicional	Estabelecimento de pequena/média dimensão num ambiente em que predomina a proximidade entre o cliente e o vendedor.	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	4.2	Mercado	Estabelecimento onde se reúnem vendedores e compradores no mesmo local, para a troca de bens e serviços.	TRUE	FALSE	v1.0	115	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	4.3	Centro comercial	Edifício que contém uma grande área comercial com um conjunto de estabelecimentos para consumo, prestação de serviços e lazer.	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	5	Alojamento e restauração	Edifício, ou componente de edifício, utilizado exclusivamente ou parcialmente para alojamento e/ou restauração.	FALSE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	5.1	Alojamento	Edifício utilizado para alojamento (inclui hotel, turismo rural e de habitação).	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	5.2	Edifício de apoio ao alojamento	Edifício de suporte ao parque de campismo e de caravanismo ou de outro local de alojamento de curta duração (inclui abrigos de montanha).	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	5.2	Parque de campismo	Edifício de suporte ao parque de campismo e de caravanismo ou de outro local de alojamento de curta duração tais como pousadas de juventude, abrigos de montanha.	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	5.3	Restauração	Edifício utilizado para restauração (inclui restaurante e estabelecimentos onde se e servem bebidas ou refeições ligeiras).	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6	Transportes	Edifício associado aos transportes.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.1	Transporte aéreo	Edifício associado ao tráfego aéreo.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.1.1	Terminal aéreo	Edifício destinado aos serviços associados ao transporte aéreo (incluindo os serviços de check-in, embarque e desembarque, comércio, etc.).	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.1.2	Torre de controlo	Edifício destinado ao controlo do tráfego aéreo.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.2	Terminal rodoviário	Edifício associado ao tráfego aéreo.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.2.1	Estação	Edifício da estação ferroviária.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.2.2	Apeadeiro	Edifício do apeadeiro ferroviário.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
