atributo	valores	descrição	definição	ndd1	ndd2	ver	pag	tema_id	tema	entidade_id	entidade	classe	dimensao
valorutilizacaoatual	6.3	Transporte por via navegável	Edifício associado a tráfego marítimo ou fluvial.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.3.1	Terminal marítimo ou fluvial	Edifício destinado aos serviços associados ao transporte marítimo ou fluvial (incluindo os serviços de check-in, embarque e desembarque, comercio, etc.).	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.3.2	Centro de controlo	Edifício destinado ao controlo do tráfego marítimo ou fluvial.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.4	Transporte rodoviário	Edifício associado a tráfego rodoviário.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.4.1	Paragem rodoviária	Equipamento associado ao lugar de paragem do transporte rodoviário para embarque e desembarque dos passageiros.	TRUE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.4.2	Terminal rodoviário	Edifício destinado aos serviços associados ao transporte rodoviário (incluindo os serviços de check-in, embarque e desembarque, comércio, etc.).	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.4.3	Parque de estacionamento em edifício	Edifício associado a parques de estacionamento ou interfaces.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.5	Elevador ou ascensor	Equipamento que conduz pessoas ou carga aos vários andares de um edifício.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	6.6	Outro - transportes	Outro edifício ou equipamento associado a tráfego aéreo, ferroviário, marítimo, fluvial, por cabo ou rodoviário.	TRUE	TRUE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	7	Serviços	Edifício associado à prestação de serviços.	FALSE	FALSE	v1.0	116	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	7.1	Serviços da Administração Pública	Edifício afeto à Administração Pública e aos Órgãos de Soberania.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	7.2	Serviços de utilização coletiva	Edifício destinado à prestação de serviços de interesse coletivo.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	7.3	Outros - Serviços	Edifício onde se desenvolvem atividades financeiras, informáticas, imobiliárias ou outras.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	8	Outros serviços coletivos, sociais e pessoais	Edifício destinado a atividades associativas, recreativas, culturais ou desportivas.	FALSE	FALSE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	8.1	Atividades associativas	Organizações económicas, patronais e profissionais, sindicais, políticas ou associativas.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	8.2	Culto e inumação	Edifício onde se exerce práticas de diferentes confissões religiosas e de apoio às atividades de inumação.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	8.3	Atividades recreativas e culturais	Edifício onde se exerce atividades lúdicas ou culturais (cinema, vídeo, rádio, televisão, atividades artísticas e de espetáculo, agências de noticias, bibliotecas, arquivos, museus, etc.)	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	8.4	Atividades desportivas e de lazer	Edifício de apoio à prática de atividades desportivas (inclui estádios com bancadas, pavilhões gimnodesportivos, ginásios, piscinas e edifícios de apoio a diferentes modalidades desportivas.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorutilizacaoatual	9	Organismos internacionais	Edifício destinado a organizações internacionais (e.g. ONU, OCDE, EFTA, FMI), Banco Mundial, Embaixadas e Consulados.	TRUE	TRUE	v1.0	117	06	Construções	06.03	Edifício	Edificio	2D
valorzonahumida	1	Sapal	Solo alagadiço, geralmente localizado nas margens de rios e cuja cobertura varia com a quantidade de água.	TRUE	TRUE	v1.0	117	04	Hidrografia	04.09	Zona húmida	ZonaHumida	3D
valorzonahumida	2	Turfeira	Zona húmida, constituídas por solos mal drenados, geralmente impermeáveis, o que provoca o seu encharcamento e anoxia (comum no interior dos Açores).	TRUE	TRUE	v1.0	117	04	Hidrografia	04.09	Zona húmida	ZonaHumida	3D
valorzonahumida	3	Paul	Tipo de ecossistema lagunar, que, juntamente com as turfeiras e os pântanos, se inclui na categoria de zonas húmidas palustres.	TRUE	TRUE	v1.0	117	04	Hidrografia	04.09	Zona húmida	ZonaHumida	3D
